username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
paul4prem;2017-01-08 12:10;0;0;"Tamilnadu need #Jallikattu";;;#Jallikattu;"817984218747768832";https://twitter.com/paul4prem/status/817984218747768832
jaikumar5421;2017-01-08 12:05;0;0;"#jallikattu guys jallikattu nadakkanum so ithu pathathu social media va kathara vidanum yellar photo share pannunga open panna kaalaiga poto";;;#jallikattu;"817982925220278272";https://twitter.com/jaikumar5421/status/817982925220278272
cosmicblinker;2017-01-08 12:04;0;0;"#jallikattu #tnneedjallikatu pic.twitter.com/igzzhMInv8";;;#jallikattu #tnneedjallikatu;"817982844777545728";https://twitter.com/cosmicblinker/status/817982844777545728
raghukrishna13;2017-01-08 12:02;0;0;"#WeDoJallikattu evan varan nu papom inda thadava miss aagathu , #jallikattu nadathurom #beta va thorathurom";;;#WeDoJallikattu #jallikattu #beta;"817982212469424128";https://twitter.com/raghukrishna13/status/817982212469424128
ananthanthondi;2017-01-08 12:01;10;10;"WE_NEED_OUR_JALLIKATTU #ஜல்லிக்கட்டு #Jallikattu #WeSupportJallikattu . #TN_need_Jallikattu ... pic.twitter.com/A55u5Nk70i";;;# #Jallikattu #WeSupportJallikattu #TN_need_Jallikattu;"817982144903610368";https://twitter.com/ananthanthondi/status/817982144903610368
naveenkumars84;2017-01-08 12:01;2;1;"Very proud to see the protest for #jallikattu today at marina. Finally protesting character of our youths showcased. #WeDoJallikattu";;;#jallikattu #WeDoJallikattu;"817981984639094785";https://twitter.com/naveenkumars84/status/817981984639094785
ImAzarSatham;2017-01-08 12:00;0;0;"வீரத்தின் அடையாளம் ! தமிழனின் பெருமை ! ஜல்லிக்கட்டை ஆதரிப்போம் !! #isupportjallikattu #prideoftn #jallikattu pic.twitter.com/bBaOQqajSL";;;#isupportjallikattu #prideoftn #jallikattu;"817981863423713280";https://twitter.com/ImAzarSatham/status/817981863423713280
cosmicblinker;2017-01-08 11:59;0;1;"#jallikattu celebrates tnative culture - nature is GOD for this land ! How one would harm their GOD ? #tnneedjallikatu pic.twitter.com/9dd2ZDURaS";;;#jallikattu #tnneedjallikatu;"817981428906344448";https://twitter.com/cosmicblinker/status/817981428906344448
tamilflashnews;2017-01-08 11:57;7;14;"மதுரையில் ஜல்லிக்கட்டுக்கு ஆதரவாக திரளும் மாணவர்கள்!!! http:// bit.ly/TFNewsapp #tamilflashnews #jallikattu pic.twitter.com/TBd7887mS0";;;#tamilflashnews #jallikattu;"817981101742419968";https://twitter.com/tamilflashnews/status/817981101742419968
chantforpunk;2017-01-08 11:57;0;0;"lets support for #jallikattu altogether @draramadoss";;@draramadoss;#jallikattu;"817981085330108416";https://twitter.com/chantforpunk/status/817981085330108416
Optimus_speaks;2017-01-08 11:57;0;0;"#jallikattu pic.twitter.com/swCgvfvzmG";;;#jallikattu;"817980928068718592";https://twitter.com/Optimus_speaks/status/817980928068718592
Optimus_speaks;2017-01-08 11:56;0;0;"#jallikattu #SaveJallikattu pic.twitter.com/KkvAJqBdzt";;;#jallikattu #SaveJallikattu;"817980839963148288";https://twitter.com/Optimus_speaks/status/817980839963148288
Dhanavjj;2017-01-08 11:56;4;9;"#jan 8 at #marina in #chennai .. The massive youngsters arrived for supporting #jallikattu #meesaya Murukku movement #TNneedsJALLIKATU pic.twitter.com/FkNMqZv1Lc";;;#jan #marina #chennai #jallikattu #meesaya #TNneedsJALLIKATU;"817980788989952001";https://twitter.com/Dhanavjj/status/817980788989952001
draramadoss;2017-01-08 11:56;813;1577;"Proud of #YouthPower @#Marina . Feeling #positive that #tamil identity #Jallikattu will b protected #WeNeedJallikattu #SaveJallikattu #Lead pic.twitter.com/jlMNiLBgFs";;@;#YouthPower #Marina #positive #tamil #Jallikattu #WeNeedJallikattu #SaveJallikattu #Lead;"817980787043799040";https://twitter.com/draramadoss/status/817980787043799040
guhanmaxi;2017-01-08 11:56;0;0;"மதுரையில் #jallikattu காக குரல் கொடுக்கும் #தளபதி ரசிகர்கள்";;;#jallikattu #;"817980694530027520";https://twitter.com/guhanmaxi/status/817980694530027520
cosmicblinker;2017-01-08 11:54;0;1;"#jallikattu May the powerful Bull #Nandi Bull dance this #pongal #tnneedjallikatu pic.twitter.com/pgAkkQ51aF";;;#jallikattu #Nandi #pongal #tnneedjallikatu;"817980216094003200";https://twitter.com/cosmicblinker/status/817980216094003200
vimal_rb;2017-01-08 11:53;0;0;"@TimesNow @CNNnews18 @IndiaToday @ndtv National media acts as a spectator & doesn't cover the protest against #ban of #jallikattu in Marina";;@TimesNow @CNNnews18 @IndiaToday @ndtv;#ban #jallikattu;"817980043666157568";https://twitter.com/vimal_rb/status/817980043666157568
GoundamaniCmdys;2017-01-08 11:51;0;0;"#Coimbaotre #Jallikattu Atharavu Tharum Vagaiil Intha Audio Song...... Support Pannuga Jallikatuku share... http:// fb.me/7ssw8kVBD";;;#Coimbaotre #Jallikattu;"817979619274096642";https://twitter.com/GoundamaniCmdys/status/817979619274096642
karthickselvaa;2017-01-08 11:51;43;76;"Youth unite to make jallikattu protest a big success in Chennai Marina |... #jallikattu https://www. youtube.com/watch?v=e9a03h g35vc&feature=share …";;;#jallikattu;"817979497177878528";https://twitter.com/karthickselvaa/status/817979497177878528
Venkate50773710;2017-01-08 11:50;0;0;"@itisprashanth Bro marina enna condition la irruku. #Jallikattu issue";;@itisprashanth;#Jallikattu;"817979340025688065";https://twitter.com/Venkate50773710/status/817979340025688065
cosmicblinker;2017-01-08 11:50;0;1;"Congratulations ! #jallikattu pic.twitter.com/Xudpe70PT3";;;#jallikattu;"817979323244122112";https://twitter.com/cosmicblinker/status/817979323244122112
citizen_Gopi;2017-01-08 11:47;0;1;"Tn needs #Jallikattu #wesupportjallikattu Nadathi kaatromdaa";;;#Jallikattu #wesupportjallikattu;"817978434584514560";https://twitter.com/citizen_Gopi/status/817978434584514560
AjithMania;2017-01-08 11:45;76;85;"Huge Gathering of 5K+Youths Participated in the Walkathon That was Organized at Chennai as a Voice for #Jallikattu . BEWARE ! #WeDoJallikattu pic.twitter.com/gY2EvOQiUW";;;#Jallikattu #WeDoJallikattu;"817978062906204160";https://twitter.com/AjithMania/status/817978062906204160
tamilalbert;2017-01-08 11:45;70;61;"அரசு விதிமுறைகளை மீறி வாகனத்தில் கேரளாவிர்க்கு கடத்தமுயன்ற பசுமாடுகள். #Jallikattu #ஜல்லிக்கட்டு #SaveJallikattu #ஏறுதழுவல் நன்றி: திலிப் pic.twitter.com/UwhxnJ8AFo";;;#Jallikattu # #SaveJallikattu #;"817977919523827714";https://twitter.com/tamilalbert/status/817977919523827714
venkat_kowsi;2017-01-08 11:43;0;0;"Ban Peta from India...... We do jallikattu.... Tamizhanda.... #Jallikattu TNneedsJallikattu";;;#Jallikattu;"817977419772596224";https://twitter.com/venkat_kowsi/status/817977419772596224
ManiDevaMS;2017-01-08 11:42;0;0;"#jallikattu support CHENNAI marina pic.twitter.com/RjkIsB6vdi";;;#jallikattu;"817977351782932480";https://twitter.com/ManiDevaMS/status/817977351782932480
ThanthiTV;2017-01-08 11:42;3;4;"விவசாயிகள் மரணம் குறித்து அமைச்சர்கள் கூறிய கருத்து கண்டனத்திற்குரியது - டி.கே.எஸ்.இளங்கோவன்... #TKSElangovan #Jallikattu #FarmersDeath #DMK";;;#TKSElangovan #Jallikattu #FarmersDeath #DMK;"817977179464142848";https://twitter.com/ThanthiTV/status/817977179464142848
Kevinraja5;2017-01-08 11:42;1;2;"எனது இனம் சினம் கொண்டது இளையதலைமுறை பிள்ளைகளுக்கு புரட்சி வாழ்த்துக்கள்.... #jallikattu #WeWantJallikattu pic.twitter.com/tz27APRWar";;;#jallikattu #WeWantJallikattu;"817977144823451651";https://twitter.com/Kevinraja5/status/817977144823451651
ThanthiTV;2017-01-08 11:41;3;20;"தடையை மீறி ஜல்லிக்கட்டு நடத்துவது முறையாகாது - திமுக மாநிலங்களவை உறுப்பினர் டி.கே.எஸ்.இளங்கோவன்... #TKSElangovan #Jallikattu #FarmersDeath pic.twitter.com/69sHZvcFa6";;;#TKSElangovan #Jallikattu #FarmersDeath;"817977100548317184";https://twitter.com/ThanthiTV/status/817977100548317184
vimal_rb;2017-01-08 11:40;2;1;"It's disappointing that none of the national media covers the protest against #ban of #jallikattu in Marina. #tnneedjallikatu @CNNnews18";;@CNNnews18;#ban #jallikattu #tnneedjallikatu;"817976708598898688";https://twitter.com/vimal_rb/status/817976708598898688
n6selvamani;2017-01-08 11:40;4;6;"@niranimal @PoorvaJo @PetaIndia The so called enormous crowd at chennai in supporting #Jallikattu pic.twitter.com/x38hMJXtTh";;@niranimal @PoorvaJo @PetaIndia;#Jallikattu;"817976707919519744";https://twitter.com/n6selvamani/status/817976707919519744
nanAshwin;2017-01-08 11:40;38;74;"I supported #Jalikattu !! If u r not,, watch this You will understand wat is #jallikattu #marinabeach #Thalafans pic.twitter.com/4pZ8Zj5Xyv";;;#Jalikattu #jallikattu #marinabeach #Thalafans;"817976683768770562";https://twitter.com/nanAshwin/status/817976683768770562
selva_sfc;2017-01-08 11:39;0;5;"#WeWantJallikattu On Mon(09/01/17)GOVT ARTS COLLEGE -KUMBAKONAM students joined to strike and raise our voice against #Jallikattu problem. pic.twitter.com/1ROhf0lLX9";;;#WeWantJallikattu #Jallikattu;"817976427727486976";https://twitter.com/selva_sfc/status/817976427727486976
vignesh_45;2017-01-08 11:38;0;1;"இதைவிடவா நம்ம ஜல்லிக்கட்டுல கொடுமையா ! மானமுள்ள தமிழன் இதை உலகம பூரா பரப்பணும்.... @itisprashanth @PetaIndia #jallikattu pic.twitter.com/PuZBOfeazI";;@itisprashanth @PetaIndia;#jallikattu;"817976283422486528";https://twitter.com/vignesh_45/status/817976283422486528
ganeshsank;2017-01-08 11:37;4;5;"#jallikattu #campaign #marinabeach #TNYoungers #Chennai #wedojallikatu #WeWantJallikattu #BanPeta pic.twitter.com/1RpbDLDciy";;;#jallikattu #campaign #marinabeach #TNYoungers #Chennai #wedojallikatu #WeWantJallikattu #BanPeta;"817975922963910656";https://twitter.com/ganeshsank/status/817975922963910656
shakupsakthi;2017-01-08 11:36;0;0;"#SaveJallikattu #jallikattu https:// twitter.com/MyPondicherry/ status/817975492510892033 …";;;#SaveJallikattu #jallikattu;"817975865485258753";https://twitter.com/shakupsakthi/status/817975865485258753
Ashi_IndiaToday;2017-01-08 11:36;0;0;"a group called Care and Welfare has organised the Mass Walkathon supporting Traditional bull taming game #Jallikattu .";;;#Jallikattu;"817975658873815041";https://twitter.com/Ashi_IndiaToday/status/817975658873815041
tamilalbert;2017-01-08 11:35;56;52;"#பீட்டா விற்கு எதிராகவும் #ஏறுதழுவல் லுக்கு ஆதராவாகவும் #சென்னை யில் திரண்ட மக்கள் வெள்ளம். #Chennai #Jallikattu #weneedourjallikattu pic.twitter.com/KOztt42qbg";;;# # # #Chennai #Jallikattu #weneedourjallikattu;"817975380237643776";https://twitter.com/tamilalbert/status/817975380237643776
KKarthik589;2017-01-08 11:34;5;1;"Biggest rally with bull supporting #jallikattu in marina beach @vasudha_ET will Centre take any action before Pongal?";;@vasudha_ET;#jallikattu;"817975366275002368";https://twitter.com/KKarthik589/status/817975366275002368
sunnewstamil;2017-01-08 11:33;1;13;"#Jallikattu Protest - #ஜல்லிக்கட்டை நடத்தக்கோரி போராட்டம் - நடிகர்T. #ராஜேந்திரன் | Click here > https:// youtu.be/yKNyJByY09k @sunnewstamil";;@sunnewstamil;#Jallikattu # #;"817975052394254336";https://twitter.com/sunnewstamil/status/817975052394254336
gops86;2017-01-08 11:33;0;0;"#STANDWITHFARMERS #jallikattu #we_need_jallikattu #wedojallikatu";;;#STANDWITHFARMERS #jallikattu #we_need_jallikattu #wedojallikatu;"817975046433976320";https://twitter.com/gops86/status/817975046433976320
jaikumar5421;2017-01-08 11:32;0;0;"#jallikattu guys nama nadathira poratam waste pola oru tv la kooda telecast agala apo apo politicals naaiga yepdi pandranunga paathingala.";;;#jallikattu;"817974719420964865";https://twitter.com/jaikumar5421/status/817974719420964865
SGGeet;2017-01-08 11:31;2;2;"we shld conduct #jallikattu once a month from now..Politicians r conducting public meeting often n doing nothing only";;;#jallikattu;"817974505658167296";https://twitter.com/SGGeet/status/817974505658167296
Ashi_IndiaToday;2017-01-08 11:30;1;2;"Thousands of people gathered at Marina beach, in support of #jallikattu , now banned by supreme court. #Chennai #TamilNadu pic.twitter.com/pWnqBOxp2k";;;#jallikattu #Chennai #TamilNadu;"817974186677338112";https://twitter.com/Ashi_IndiaToday/status/817974186677338112
SgetKumar;2017-01-08 11:28;1;0;"#tnneedjallikatu #jallikattu #wesupportjallikattu #WeSupportFarmers #wedojallikatu jallikatu is on the way haters";;;#tnneedjallikatu #jallikattu #wesupportjallikattu #WeSupportFarmers #wedojallikatu;"817973704575565825";https://twitter.com/SgetKumar/status/817973704575565825
GladwinJoel_GJ;2017-01-08 11:28;3;5;"I am a THAMIZHAN I know what is #jallikattu I am not an educated illiterate to stand against it #weneedjallikattu pic.twitter.com/sr2yPgQyZH";;;#jallikattu #weneedjallikattu;"817973632118816769";https://twitter.com/GladwinJoel_GJ/status/817973632118816769
santhoshsd73;2017-01-08 11:26;0;0;"We need #jallikattu Again @PetaIndia";;@PetaIndia;#jallikattu;"817973312399687680";https://twitter.com/santhoshsd73/status/817973312399687680
BharathGladiato;2017-01-08 11:26;0;0;"@narendramodi @BJP4India @PMOIndia Brshng up basics.TN s a prt of India.it hs 5 CR voters who wnt 2 cnduct #jallikattu . pls do d needful.";;@narendramodi @BJP4India @PMOIndia;#jallikattu;"817973267147288576";https://twitter.com/BharathGladiato/status/817973267147288576
SudharsanKss;2017-01-08 11:24;0;0;"@peta @PetaIndia Peta Podango Mooditu kelambhunga .. Save Jallikattu #WeDoJallikattu @SmileSettai #Jallikattu @hiphoptamizha @govAlbert";;@peta @PetaIndia @SmileSettai @hiphoptamizha @govAlbert;#WeDoJallikattu #Jallikattu;"817972817358524416";https://twitter.com/SudharsanKss/status/817972817358524416
namtamilrerode;2017-01-08 11:23;137;184;"#wedojallikatu #weneedourjallikattu #TamilNadu youths gathered to support #jallikattu at #marinabeach . its our 5000yrs traditional pic.twitter.com/nSAA7nSFCb";;;#wedojallikatu #weneedourjallikattu #TamilNadu #jallikattu #marinabeach;"817972461912387585";https://twitter.com/namtamilrerode/status/817972461912387585
Immuraliraj;2017-01-08 11:23;0;0;"Proud to see my fellow folks supporting and safeguarding our culture by taking part of event at marena - support #jallikattu #ஜல்லிக்கட்டு";;;#jallikattu #;"817972358501711872";https://twitter.com/Immuraliraj/status/817972358501711872
tamilalbert;2017-01-08 11:22;137;153;"#பீட்டாவைதடைசெய் என #தமிழர்கள் #சென்னை யில் ஆர்ப்பாட்டம். #ஜல்லிக்கட்டு #SaveJallikattu #மஞ்சுவிரட்டு #Jallikattu #PETAkills #BanPeta pic.twitter.com/i7qI3FlI5H";;;# # # # #SaveJallikattu # #Jallikattu #PETAkills #BanPeta;"817972249885978624";https://twitter.com/tamilalbert/status/817972249885978624
VasanthTamil_;2017-01-08 11:21;3;4;"#tnneedjallikatu #jallikattu #SaveJallikattu #wedojallikatu #SaveFarmers #Farmers Ban @PetaIndia pic.twitter.com/qn5RdUTii2";;@PetaIndia;#tnneedjallikatu #jallikattu #SaveJallikattu #wedojallikatu #SaveFarmers #Farmers;"817971851464822785";https://twitter.com/VasanthTamil_/status/817971851464822785
eswarmech26;2017-01-08 11:19;4;10;"Youngsters Taking over Marina #Jallikattu #MarinaRally #WeWantJallikattu #LetsdoJallikattu #SupportJallikattu pic.twitter.com/5gHrnMbT1S";;;#Jallikattu #MarinaRally #WeWantJallikattu #LetsdoJallikattu #SupportJallikattu;"817971462233526273";https://twitter.com/eswarmech26/status/817971462233526273
eswarmech26;2017-01-08 11:19;0;3;"Youngsters Taking over Marina #Jallikattu #MarinaRally #WeWantJallikattu #LetsdoJallikattu #SupportJallikattu pic.twitter.com/amwXUy7cJ5";;;#Jallikattu #MarinaRally #WeWantJallikattu #LetsdoJallikattu #SupportJallikattu;"817971462225231872";https://twitter.com/eswarmech26/status/817971462225231872
TMADAN_INC;2017-01-08 11:18;0;0;"@narendramodi ji pls make necessary amendment which makes bull taming possible. #jallikattu";;@narendramodi;#jallikattu;"817971300958425088";https://twitter.com/TMADAN_INC/status/817971300958425088
santhoshveerece;2017-01-08 11:18;0;0;"#BanPETA #jallikattu #We_Want_Our_Jallikattu http:// fb.me/5qDyHJ0rq";;;#BanPETA #jallikattu #We_Want_Our_Jallikattu;"817971117143052290";https://twitter.com/santhoshveerece/status/817971117143052290
VasanthTamil_;2017-01-08 11:16;5;2;"#Walkathon For #jallikattu in #marinabeach #tnneedjallikatu #SaveFarmers #agriculture #wedojallikatu Ban @PetaIndia pic.twitter.com/u3rm3HPMTX";;@PetaIndia;#Walkathon #jallikattu #marinabeach #tnneedjallikatu #SaveFarmers #agriculture #wedojallikatu;"817970834631340032";https://twitter.com/VasanthTamil_/status/817970834631340032
SudharsanKss;2017-01-08 11:15;1;0;"#jallikattu #WeNeedJallikattu #TNNeedsJalliKattu";;;#jallikattu #WeNeedJallikattu #TNNeedsJalliKattu;"817970436688343040";https://twitter.com/SudharsanKss/status/817970436688343040
anishmcl;2017-01-08 11:14;0;0;"Stop opposing #Jallikattu is our pride";;;#Jallikattu;"817970259869077504";https://twitter.com/anishmcl/status/817970259869077504
TendulkarAnand;2017-01-08 11:14;0;1;"We Support #JalliKattu ♡♡♡♡ @hiphoptamizha #TnNeedsJallikattu ♡♡♡♡♡♡♡ pic.twitter.com/QbJch4wctj";;@hiphoptamizha;#JalliKattu #TnNeedsJallikattu;"817970185239830528";https://twitter.com/TendulkarAnand/status/817970185239830528
Rajesh_Avocat;2017-01-08 11:13;0;0;"#Jallikattu pic.twitter.com/IlcXk6KuHK";;;#Jallikattu;"817970010467381248";https://twitter.com/Rajesh_Avocat/status/817970010467381248
TendulkarAnand;2017-01-08 11:13;2;3;"We Support #JalliKattu ♡♡♡♡ @hiphoptamizha #TnNeedsJallikattu ♡♡♡♡♡♡♡ pic.twitter.com/MJ6YPaM68u";;@hiphoptamizha;#JalliKattu #TnNeedsJallikattu;"817969991337160704";https://twitter.com/TendulkarAnand/status/817969991337160704
TendulkarAnand;2017-01-08 11:12;1;1;"We Support #JalliKattu ♡♡♡♡ @hiphoptamizha #TnNeedsJallikattu ♡♡♡♡♡♡♡ pic.twitter.com/WyuY08cQ8H";;@hiphoptamizha;#JalliKattu #TnNeedsJallikattu;"817969749933993984";https://twitter.com/TendulkarAnand/status/817969749933993984
im_urs_shiva98;2017-01-08 11:12;0;0;"We need #jallikattu ... Verra thamizhan oda verra adaiyalam";;;#jallikattu;"817969586452602880";https://twitter.com/im_urs_shiva98/status/817969586452602880
Rineshraja;2017-01-08 11:09;2;2;"Happy to see Chennai ppls Starting to supports #Jallikattu :))))))))))))))))))))))))))))))))))))))))))))))))))))) #WeDoJallikattu";;;#Jallikattu #WeDoJallikattu;"817969007697371136";https://twitter.com/Rineshraja/status/817969007697371136
Arun_Indra;2017-01-08 11:06;18;25;"see the countless tamizhans who suppoarts #jallikattu .. @PoorvaJo @PetaIndia @PMOIndia pic.twitter.com/tYODqa3FSr";;@PoorvaJo @PetaIndia @PMOIndia;#jallikattu;"817968115690643456";https://twitter.com/Arun_Indra/status/817968115690643456
samykalis;2017-01-08 11:04;2;0;"@the_hindu @IndianExpress ஜல்லிக்கட்டு வேண்டும்! #VoiceForJallikattu #WeWantJallikattu #SaveJallikattu #Jallikattu";;@the_hindu @IndianExpress;#VoiceForJallikattu #WeWantJallikattu #SaveJallikattu #Jallikattu;"817967761716576256";https://twitter.com/samykalis/status/817967761716576256
imissakii;2017-01-08 11:03;11;3;"The youth really is the backbone of our country and culture . Hence Proved.. #Jallikattu #wedojallikatu pic.twitter.com/609LHRJKYx";;;#Jallikattu #wedojallikatu;"817967463606456320";https://twitter.com/imissakii/status/817967463606456320
ramesh10004;2017-01-08 11:02;22;26;"#banpeta #jallikattu ... support #nativeBreeds ... #weWantJallikattu #weDoJallikattu @savejallikattu @PETA_Kills @PetaIndia pic.twitter.com/KKz7sE0ozF";;@savejallikattu @PETA_Kills @PetaIndia;#banpeta #jallikattu #nativeBreeds #weWantJallikattu #weDoJallikattu;"817967230780514304";https://twitter.com/ramesh10004/status/817967230780514304
Thamilsurya;2017-01-08 11:02;2;2;"#jallikattu we want jallikattu";;;#jallikattu;"817967160085594112";https://twitter.com/Thamilsurya/status/817967160085594112
polimernews;2017-01-08 11:00;1;6;"#PolimerNews #Tamilnadu #Ministers #Agriculture #Panneerselvam #Chennai #Jallikattu #Protest #VaigundaEkadesi #Rameshwaram #FisherMan pic.twitter.com/289pLV7zlM";;;#PolimerNews #Tamilnadu #Ministers #Agriculture #Panneerselvam #Chennai #Jallikattu #Protest #VaigundaEkadesi #Rameshwaram #FisherMan;"817966633272639488";https://twitter.com/polimernews/status/817966633272639488
ramki1822;2017-01-08 10:59;0;0;"Save our soul #jallikattu";;;#jallikattu;"817966461490581504";https://twitter.com/ramki1822/status/817966461490581504
ptparthi;2017-01-08 10:56;1;1;"#jallikattu pic.twitter.com/RFiISC6XqW";;;#jallikattu;"817965633174310912";https://twitter.com/ptparthi/status/817965633174310912
SGGeet;2017-01-08 10:55;1;2;"Whn we have problems we r tamilians but whn tamilians achieve something u call thm Indians..Y none of u bothered about #jallikattu https:// twitter.com/ndtv/status/81 7946748228370433 …";;;#jallikattu;"817965491545219072";https://twitter.com/SGGeet/status/817965491545219072
Ban_Peta_India;2017-01-08 10:55;13;23;"#Marina #Jallikattu Hear the voice of people of TN .... Supports Worldwide. What Else do you need ? If... http:// fb.me/1Es1FQI18";;;#Marina #Jallikattu;"817965390047297536";https://twitter.com/Ban_Peta_India/status/817965390047297536
bhavishkannan;2017-01-08 10:54;1;0;"Huge massive support here in chennai marina beach for #jallikattu ... Happy to see my dear youngsters gathering here... pic.twitter.com/SoanwNHPEh";;;#jallikattu;"817965193284055040";https://twitter.com/bhavishkannan/status/817965193284055040
eswarmech26;2017-01-08 10:54;4;8;"Youngsters Taking over Marina #Jallikattu #MarinaRally #WeWantJallikattu #LetsdoJallikattu #SupportJallikattu pic.twitter.com/6YHV0UlOPR";;;#Jallikattu #MarinaRally #WeWantJallikattu #LetsdoJallikattu #SupportJallikattu;"817965146341511169";https://twitter.com/eswarmech26/status/817965146341511169
Jeypeefarm;2017-01-08 10:54;1;3;"Why animal welfare board of India has double standards and bias only towards tamilnadu @PoorvaJo #jallikattu pic.twitter.com/OSiaMaqjof";;@PoorvaJo;#jallikattu;"817965066796625920";https://twitter.com/Jeypeefarm/status/817965066796625920
shamsheerivf;2017-01-08 10:53;1;0;"#wedojallikatu #SupportJallikattu #tnneedjallikatu #jallikattu";;;#wedojallikatu #SupportJallikattu #tnneedjallikatu #jallikattu;"817965009993080833";https://twitter.com/shamsheerivf/status/817965009993080833
ckarunkumar;2017-01-08 10:53;4;4;"still we believe you turn back see Tamilnadu and give you support to #Jallikattu & #wedojallikatu @IndiaToday pic.twitter.com/pEQwtPYstT";;@IndiaToday;#Jallikattu #wedojallikatu;"817964941571424256";https://twitter.com/ckarunkumar/status/817964941571424256
bhavishkannan;2017-01-08 10:53;1;2;"Huge massive support here in chennai marina beach for #jallikattu ... Happy to see my dear youngsters gathering here... pic.twitter.com/xmBedYp4s8";;;#jallikattu;"817964852853415937";https://twitter.com/bhavishkannan/status/817964852853415937
ImSaro_ganesan;2017-01-08 10:52;1;1;"#wedojallikatu #jallikattu";;;#wedojallikatu #jallikattu;"817964732045033472";https://twitter.com/ImSaro_ganesan/status/817964732045033472
BOOBALANDILLII;2017-01-08 10:50;2;0;"#SaveJallikattu #Jallikattu #ஜல்லிக்கட்டு -க்கு அனுமதி கோரி சென்னை மெரினாவில் மாபெரும் பேரணி #SaveJallikattu ... http:// fb.me/4XY10WwJD";;;#SaveJallikattu #Jallikattu # #SaveJallikattu;"817964275629178880";https://twitter.com/BOOBALANDILLII/status/817964275629178880
arunrengg;2017-01-08 10:50;4;8;"#SaveJallikattu #jallikattu #tnneedjallikatu Miss the occasion.. would've surely participated if I was there :( https:// twitter.com/trbrajaa/statu s/817947709550129152 …";;;#SaveJallikattu #jallikattu #tnneedjallikatu;"817964147472093185";https://twitter.com/arunrengg/status/817964147472093185
mohandreamer;2017-01-08 10:49;240;336;"A glimpse of support for #jallikattu from chennai pic.twitter.com/RwhCvAZKxu";;;#jallikattu;"817963974889046016";https://twitter.com/mohandreamer/status/817963974889046016
SonnaPuriyadhu;2017-01-08 10:44;0;0;"#jallikattu https:// twitter.com/nethraa_/statu s/817951922095329281 …";;;#jallikattu;"817962735690510340";https://twitter.com/SonnaPuriyadhu/status/817962735690510340
Thala_kc;2017-01-08 10:43;0;1;"This is the power of Meme Creators.Power of Youth. Thanks to all MC's. Therika vitigapaa #jallikattu @Actor_Vivek @RangarajPandeyR pic.twitter.com/SZfH4DAzs6";;@Actor_Vivek @RangarajPandeyR;#jallikattu;"817962480056107008";https://twitter.com/Thala_kc/status/817962480056107008
kollymedia;2017-01-08 10:42;8;9;"In Chennai #Marina ... #WeDoJallikattu #Jallikattu pic.twitter.com/4hOO9bRwmO";;;#Marina #WeDoJallikattu #Jallikattu;"817962261817868289";https://twitter.com/kollymedia/status/817962261817868289
Pragadeesh_G;2017-01-08 10:42;1;1;"ஜல்லிக்கட்டு வேண்டும்... மெரினாவில் இருந்து.. We Support jallikattu #BanPETA #jallikattu http:// fb.me/8IdBdWj65";;;#BanPETA #jallikattu;"817962086466719744";https://twitter.com/Pragadeesh_G/status/817962086466719744
Ban_Peta_India;2017-01-08 10:40;23;41;"Todays crowd at #Marina to show the need of #Jallikattu for TN. This is called countless idiot #peta #BanPeta http:// fb.me/7WrO6BJa7";;;#Marina #Jallikattu #peta #BanPeta;"817961667099140096";https://twitter.com/Ban_Peta_India/status/817961667099140096
dhayalan89;2017-01-08 10:38;1;0;"#Jallikattu TNneedsJallikattu we need jallikathu";;;#Jallikattu;"817961276290826240";https://twitter.com/dhayalan89/status/817961276290826240
mydharapuram;2017-01-08 10:38;0;0;"#jallikattu http:// fb.me/8nJSuMy9Y";;;#jallikattu;"817961241415208960";https://twitter.com/mydharapuram/status/817961241415208960
dhayalan89;2017-01-08 10:38;1;0;"#Jallikattu TNneedsJallikattu";;;#Jallikattu;"817961054647054336";https://twitter.com/dhayalan89/status/817961054647054336
ThozharJeevan;2017-01-08 10:37;12;20;"Support #Jallikattu #tnneedjallikatu pic.twitter.com/jNA2Nw1ZR6";;;#Jallikattu #tnneedjallikatu;"817960892176465921";https://twitter.com/ThozharJeevan/status/817960892176465921
Pragadeesh_G;2017-01-08 10:37;1;0;"ஜல்லிக்கட்டு வேண்டும்... மெரினாவில் இருந்து.. We Support jallikattu #BanPeta #jallikattu http:// fb.me/1FPy82BZL";;;#BanPeta #jallikattu;"817960864586276864";https://twitter.com/Pragadeesh_G/status/817960864586276864
kollymedia;2017-01-08 10:36;5;6;"Done it #WeDoJallikattu #Jallikattu pic.twitter.com/tHjdgVHsxu";;;#WeDoJallikattu #Jallikattu;"817960758361235458";https://twitter.com/kollymedia/status/817960758361235458
bhavishkannan;2017-01-08 10:36;3;1;"Huge massive support here in chennai marina beach for #jallikattu ... Happy to see my dear youngsters gathering here... pic.twitter.com/bECqyfq5zQ";;;#jallikattu;"817960702405058562";https://twitter.com/bhavishkannan/status/817960702405058562
kollymedia;2017-01-08 10:33;13;15;"In Chennai #Marina ... #WeDoJallikattu #Jallikattu pic.twitter.com/UMygH2kVJq";;;#Marina #WeDoJallikattu #Jallikattu;"817959963091865600";https://twitter.com/kollymedia/status/817959963091865600
