,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
6307,RT @theClaudiaInez: YUGE CROWDS! This is what DC looked like at #Inauguration btw. https://t.co/bHWd7XBrkC,FALSE,0,NA,2017-02-05 01:54:02,FALSE,NA,828059074835124000,NA,Twitter Web Client,McKeag,46,TRUE,FALSE,NA,NA
6308,RT @3lectric5heep: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/qDU1oBXMOj,FALSE,0,NA,2017-02-05 01:54:02,FALSE,NA,828059073417343000,NA,Twitter for iPhone,Harper04138060,405,TRUE,FALSE,NA,NA
6309,RT @FunnyVines: Bill looks like he's ready to risk it all.. #Inauguration https://t.co/8jRdESzvn9,FALSE,0,NA,2017-02-05 01:53:59,FALSE,NA,828059062881362000,NA,Twitter for Android,tylerbh1234,2505,TRUE,FALSE,NA,NA
6310,"RT @AltNatParkSer: .@POTUS more people voted to ban you from the UK in the last 12 hours, than turned up to your #Inauguration. Let that si…",FALSE,0,NA,2017-02-05 01:53:51,FALSE,NA,828059029876281000,NA,Twitter Web Client,CMK1055,5678,TRUE,FALSE,NA,NA
6311,RT @pnehlen: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/6YLE7zM5b8,FALSE,0,NA,2017-02-05 01:53:47,FALSE,NA,828059011513778000,NA,Twitter for Android,ad938bfbaa1849c,938,TRUE,FALSE,NA,NA
6312,RT @theClaudiaInez: YUGE CROWDS! This is what DC looked like at #Inauguration btw. https://t.co/bHWd7XBrkC,FALSE,0,NA,2017-02-05 01:53:41,FALSE,NA,828058987866313000,NA,Twitter for iPhone,puppymnkey,46,TRUE,FALSE,NA,NA
6313,"RT @AltNatParkSer: .@POTUS more people voted to ban you from the UK in the last 12 hours, than turned up to your #Inauguration. Let that si…",FALSE,0,NA,2017-02-05 01:53:41,FALSE,NA,828058986817663000,NA,Twitter for iPhone,Alliesuegirl,5678,TRUE,FALSE,NA,NA
6314,"RT @AltNatParkSer: .@POTUS more people voted to ban you from the UK in the last 12 hours, than turned up to your #Inauguration. Let that si…",FALSE,0,NA,2017-02-05 01:53:38,FALSE,NA,828058971399475000,NA,Twitter Web Client,JOHagans,5678,TRUE,FALSE,NA,NA
6315,"RT @AltNatParkSer: .@POTUS more people voted to ban you from the UK in the last 12 hours, than turned up to your #Inauguration. Let that si…",FALSE,0,NA,2017-02-05 01:53:34,FALSE,NA,828058957591614000,NA,Twitter Web Client,AmyRogers1717,5678,TRUE,FALSE,NA,NA
6316,RT @pnehlen: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/6YLE7zM5b8,FALSE,0,NA,2017-02-05 01:53:33,FALSE,NA,828058954169061000,NA,Twitter Web Client,BadJuJu19,938,TRUE,FALSE,NA,NA
6317,"RT @AltNatParkSer: .@POTUS more people voted to ban you from the UK in the last 12 hours, than turned up to your #Inauguration. Let that si…",FALSE,0,NA,2017-02-05 01:53:29,FALSE,NA,828058935047418000,NA,Twitter Web Client,wearyourdissent,5678,TRUE,FALSE,NA,NA
6318,RT @FiveMinFaith: #TrumpInauguration #Pray4DJT #pray for a safe #Inauguration #GODBLESSTHEUSA,FALSE,0,NA,2017-02-05 01:53:21,FALSE,NA,828058901606257000,NA,Mobile Web (M5),wonderwoman370,3,TRUE,FALSE,NA,NA
6319,RT @pnehlen: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/6YLE7zM5b8,FALSE,0,NA,2017-02-05 01:53:21,FALSE,NA,828058900679234000,NA,Twitter for Android,OntheEdge51,938,TRUE,FALSE,NA,NA
6320,"RT @AltNatParkSer: .@POTUS more people voted to ban you from the UK in the last 12 hours, than turned up to your #Inauguration. Let that si…",FALSE,0,NA,2017-02-05 01:53:17,FALSE,NA,828058883985985000,NA,Twitter for iPhone,mayread3,5678,TRUE,FALSE,NA,NA
6321,RT @pnehlen: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/6YLE7zM5b8,FALSE,0,NA,2017-02-05 01:53:12,FALSE,NA,828058864171954000,NA,Twitter for Android,gabriella_akat,938,TRUE,FALSE,NA,NA
6322,"RT @AltNatParkSer: .@POTUS more people voted to ban you from the UK in the last 12 hours, than turned up to your #Inauguration. Let that si…",FALSE,0,NA,2017-02-05 01:53:06,FALSE,NA,828058838905520000,NA,Twitter for iPhone,puppymnkey,5678,TRUE,FALSE,NA,NA
6323,RT @3lectric5heep: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/qDU1oBXMOj,FALSE,0,NA,2017-02-05 01:53:05,FALSE,NA,828058836481299000,NA,Mobile Web (M5),SharonM67714628,405,TRUE,FALSE,NA,NA
6324,RT @donaldbroom: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC - GotNews - https://t.co/nCV9ul…,FALSE,0,NA,2017-02-05 01:52:54,FALSE,NA,828058788771021000,NA,Twitter for Android,12voltman60,57,TRUE,FALSE,NA,NA
6325,"RT @FashNova: Full list of 231 neo-communist thugs arrested on #Inauguration riots in DC.

.
#AltRight #AntiFa
https://t.co/VfRzRmfHQW",FALSE,0,NA,2017-02-05 01:52:53,FALSE,NA,828058784861868000,NA,Twitter for iPhone,33jpj,11,TRUE,FALSE,NA,NA
6326,RT @3lectric5heep: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/qDU1oBXMOj,FALSE,0,NA,2017-02-05 01:52:50,FALSE,NA,828058773197517000,NA,Twitter Web Client,LeeHarveyAssad,405,TRUE,FALSE,NA,NA
6327,RT @pnehlen: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/6YLE7zM5b8,FALSE,0,NA,2017-02-05 01:52:40,FALSE,NA,828058728607916000,NA,Twitter for Android,vbriggs07,938,TRUE,FALSE,NA,NA
6328,"RT @PressSec: After such an amazing #Inauguration address, @POTUS first Weekly Address will take place next week",FALSE,0,NA,2017-02-05 01:52:37,FALSE,NA,828058717568455000,NA,Twitter for Android,Brentano_only,1142,TRUE,FALSE,NA,NA
6329,"RT @FashNova: Full list of 231 neo-communist thugs arrested on #Inauguration riots in DC.

.
#AltRight #AntiFa
https://t.co/VfRzRmfHQW",FALSE,0,NA,2017-02-05 01:52:13,FALSE,NA,828058616968016000,NA,Twitter Web Client,WaltBismarck,11,TRUE,FALSE,NA,NA
6330,BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/Edq52Xarvg,FALSE,0,NA,2017-02-05 01:52:08,FALSE,NA,828058596273451000,NA,Twitter Web Client,thomas101960,0,FALSE,FALSE,NA,NA
6331,RT @synthronon: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/yvQIjuY4zO,FALSE,0,NA,2017-02-05 01:52:01,FALSE,NA,828058565231395000,NA,Twitter for Android,beardnscars,1,TRUE,FALSE,NA,NA
6332,RT @pnehlen: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/6YLE7zM5b8,FALSE,0,NA,2017-02-05 01:51:58,FALSE,NA,828058555890680000,NA,Twitter for Android,rob_lovecraft,938,TRUE,FALSE,NA,NA
6333,RT @pnehlen: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/6YLE7zM5b8,FALSE,0,NA,2017-02-05 01:51:51,FALSE,NA,828058525272306000,NA,Twitter for iPad,MPKellyLaw,938,TRUE,FALSE,NA,NA
6334,"RT @countrycottage2: I heard my country cry, I heard her pray the day our freedom died.  
#Inauguration #TrumpInaugural  #NotMyPresident  #…",FALSE,0,NA,2017-02-05 01:51:51,FALSE,NA,828058522994741000,NA,Twitter for iPhone,bjorkianrice,52,TRUE,FALSE,NA,NA
6335,RT @PressSec: The @vp has sworn in James Mattis as the Secretary of Defense #Inauguration https://t.co/ob5ApYf2Vd,FALSE,0,NA,2017-02-05 01:51:35,FALSE,NA,828058456934408000,NA,Twitter for Android,Brentano_only,6239,TRUE,FALSE,NA,NA
6336,RT @3lectric5heep: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/qDU1oBXMOj,FALSE,0,NA,2017-02-05 01:51:33,FALSE,NA,828058449023902000,NA,Twitter for iPhone,TCTLblog,405,TRUE,FALSE,NA,NA
6337,RT @pnehlen: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/6YLE7zM5b8,FALSE,0,NA,2017-02-05 01:51:32,FALSE,NA,828058444120748000,NA,Twitter for Android,dak9554,938,TRUE,FALSE,NA,NA
6338,"RT @countrycottage2: I heard my country cry, I heard her pray the day our freedom died.  
#Inauguration #TrumpInaugural  #NotMyPresident  #…",FALSE,0,NA,2017-02-05 01:51:06,FALSE,NA,828058335039586000,NA,Twitter for iPad,MinSch,52,TRUE,FALSE,NA,NA
6339,RT @pnehlen: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/6YLE7zM5b8,FALSE,0,NA,2017-02-05 01:50:56,FALSE,NA,828058292761068000,NA,Mobile Web (M5),bearclaw_d,938,TRUE,FALSE,NA,NA
6340,RT @pnehlen: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/6YLE7zM5b8,FALSE,0,NA,2017-02-05 01:50:52,FALSE,NA,828058277934166000,NA,Twitter Web Client,bigdealmomma,938,TRUE,FALSE,NA,NA
6341,"RT @WerdADay: Day one, word one
""A"" is for Abomination

#WordoftheDay #2017WordOfTheYear #MyFirstWordsAsPresident #Inauguration #Inaugurati…",FALSE,0,NA,2017-02-05 01:50:45,FALSE,NA,828058245726138000,NA,Twitter Web Client,CarmelJudeobsc1,22,TRUE,FALSE,NA,NA
6342,RT @donaldbroom: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC - GotNews - https://t.co/nCV9ul…,FALSE,0,NA,2017-02-05 01:50:37,FALSE,NA,828058215774568000,NA,Twitter Web Client,ThePipeStore,57,TRUE,FALSE,NA,NA
6343,RT @pnehlen: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/6YLE7zM5b8,FALSE,0,NA,2017-02-05 01:50:20,FALSE,NA,828058144467194000,NA,Twitter Web Client,lsferguson,938,TRUE,FALSE,NA,NA
6344,RT @pnehlen: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/6YLE7zM5b8,FALSE,0,NA,2017-02-05 01:49:55,FALSE,NA,828058036560212000,NA,Twitter Web Client,XMerc45,938,TRUE,FALSE,NA,NA
6345,BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration... https://t.co/gV6HrGk1vP by #1wh1tet1ger2 via @c0nvey,FALSE,0,NA,2017-02-05 01:49:53,FALSE,NA,828058031611069000,NA,Put your button on any page! ,F00lsBane,0,FALSE,FALSE,NA,NA
6346,"RT @HenryMakow: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC - 
https://t.co/Sx4mAdxHQY",FALSE,0,NA,2017-02-05 01:49:27,FALSE,NA,828057921548321000,NA,Twitter for Windows Phone,clarky2006,16,TRUE,FALSE,NA,NA
6347,"RT @PeterMannionMP: My favourite recent #inauguration cartoon, from The New Yorker. #TrumpInaugural https://t.co/68VLTk1rmf",FALSE,0,NA,2017-02-05 01:49:17,FALSE,NA,828057879370297000,NA,Twitter for iPhone,deblavis,406,TRUE,FALSE,NA,NA
6348,RT @3lectric5heep: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/qDU1oBXMOj,FALSE,0,NA,2017-02-05 01:48:43,FALSE,NA,828057735728071000,NA,Twitter for iPhone,yankeegirlusa,405,TRUE,FALSE,NA,NA
6349,"RT @DivDas22: the biggest star in the world is muslim<U+2764>
#Islam #terrorism #ISIS #Inauguration #PresidentTrump #President #Trump #obama #srk…",FALSE,0,NA,2017-02-05 01:48:00,FALSE,NA,828057553707946000,NA,Twitter for Android,AamirHa52476817,277,TRUE,FALSE,NA,NA
6350,RT @donaldbroom: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC - GotNews - https://t.co/nCV9ul…,FALSE,0,NA,2017-02-05 01:47:48,FALSE,NA,828057506496778000,NA,Twitter for Windows,schiffer1_karen,57,TRUE,FALSE,NA,NA
6351,RT @donaldbroom: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC - GotNews - https://t.co/nCV9ul…,FALSE,0,NA,2017-02-05 01:47:47,FALSE,NA,828057500683350000,NA,Twitter for iPhone,HellKittyNinja,57,TRUE,FALSE,NA,NA
6352,BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/4guUhU3Y3c,FALSE,0,NA,2017-02-05 01:47:44,FALSE,NA,828057488545051000,NA,Twitter Web Client,DaddyCoolDevine,0,FALSE,FALSE,NA,NA
6353,RT @donaldbroom: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC - GotNews - https://t.co/nCV9ul…,FALSE,0,NA,2017-02-05 01:47:09,FALSE,NA,828057342193389000,NA,Twitter for Android,philmonaco67,57,TRUE,FALSE,NA,NA
6354,"RT @WerdADay: Day one, word one
""A"" is for Abomination

#WordoftheDay #2017WordOfTheYear #MyFirstWordsAsPresident #Inauguration #Inaugurati…",FALSE,0,NA,2017-02-05 01:47:07,FALSE,NA,828057334698045000,NA,Twitter for Android,AnitaThom57,22,TRUE,FALSE,NA,NA
6355,RT @pnehlen: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/6YLE7zM5b8,FALSE,0,NA,2017-02-05 01:46:55,FALSE,NA,828057283917656000,NA,Twitter for iPad,halsey1950,938,TRUE,FALSE,NA,NA
6356,"RT @MatPatGT: Ladies and gentlemen, the 45th President of the United States.
#Inauguration https://t.co/Y0zgLqtNIg",FALSE,0,NA,2017-02-05 01:46:44,FALSE,NA,828057238531097000,NA,TweetDeck,QuantumzCS,3134,TRUE,FALSE,NA,NA
6357,RT @donaldbroom: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC - GotNews - https://t.co/nCV9ul…,FALSE,0,NA,2017-02-05 01:46:34,FALSE,NA,828057196374147000,NA,Twitter for Android,hobbsislander,57,TRUE,FALSE,NA,NA
6358,"RT @WerdADay: Day one, word one
""A"" is for Abomination

#WordoftheDay #2017WordOfTheYear #MyFirstWordsAsPresident #Inauguration #Inaugurati…",FALSE,0,NA,2017-02-05 01:46:04,FALSE,NA,828057071065166000,NA,Twitter for iPhone,ManMet80,22,TRUE,FALSE,NA,NA
6359,RT @3lectric5heep: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/qDU1oBXMOj,FALSE,0,NA,2017-02-05 01:45:44,FALSE,NA,828056983790031000,NA,Twitter for iPhone,ForeverTexas6,405,TRUE,FALSE,NA,NA
6360,"RT @iamdansim: BREAKING: Full List Of The 231 #Fascists Arrested At The #Inauguration Riots In DC

#SuperBowl #RESISTANCE
https://t.co/ngRu…",FALSE,0,NA,2017-02-05 01:45:43,FALSE,NA,828056981357396000,NA,Twitter for iPhone,iamdansim,1,TRUE,FALSE,NA,NA
6361,"RT @seanspicer: Inauguration Day: @realDonaldTrump to become America's 45th president
@AP 
https://t.co/DEWgs5Vq7n #Inauguration #DonaldTru…",FALSE,0,NA,2017-02-05 01:45:40,FALSE,NA,828056968573121000,NA,Twitter for iPhone,budillona,1030,TRUE,FALSE,NA,NA
6362,RT @Dollfinish: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/G8dhbZgiDj,FALSE,0,NA,2017-02-05 01:44:58,FALSE,NA,828056793947345000,NA,Twitter Web Client,AKMark1,4,TRUE,FALSE,NA,NA
6363,RT @pnehlen: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/6YLE7zM5b8,FALSE,0,NA,2017-02-05 01:44:41,FALSE,NA,828056720379355000,NA,Twitter for iPhone,Eviethekid,938,TRUE,FALSE,NA,NA
6364,RT @donaldbroom: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC - GotNews - https://t.co/nCV9ul…,FALSE,0,NA,2017-02-05 01:44:24,FALSE,NA,828056650451858000,NA,Twitter for iPhone,MakeUSA_Great,57,TRUE,FALSE,NA,NA
6365,"RT @HenryMakow: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC - 
https://t.co/Sx4mAdxHQY",FALSE,0,NA,2017-02-05 01:43:51,FALSE,NA,828056512840991000,NA,Twitter Web Client,TonyCapone4,16,TRUE,FALSE,NA,NA
6366,"RT @HenryMakow: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC - 
https://t.co/Sx4mAdxHQY",FALSE,0,NA,2017-02-05 01:43:38,FALSE,NA,828056456989655000,NA,Twitter for Android,FlatcatbobS,16,TRUE,FALSE,NA,NA
6367,Here's The Full List Of The 231 Ppl Arrested At th #Inauguration Riots In DC https://t.co/yKgZE6iIyL @realdonaldtrump @danscavino @Infowars,FALSE,0,NA,2017-02-05 01:43:33,FALSE,NA,828056437280621000,NA,Twitter Web Client,SamiJo10106,0,FALSE,FALSE,NA,NA
6368,RT @3lectric5heep: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/qDU1oBXMOj,FALSE,0,NA,2017-02-05 01:43:21,FALSE,NA,828056387028673000,NA,Twitter Web Client,Drhinchliffe,405,TRUE,FALSE,NA,NA
6369,RT @3lectric5heep: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/qDU1oBXMOj,FALSE,0,NA,2017-02-05 01:43:13,FALSE,NA,828056352685568000,NA,Twitter for iPhone,Azfitchic,405,TRUE,FALSE,NA,NA
6370,"RT @TimfromDa70s: Overheard at the Inaugural Concert :
3 Doors Down ""Any requests!""
Crowd ""Can we get a different President?""
#Inauguration",FALSE,0,NA,2017-02-05 01:42:46,FALSE,NA,828056240651719000,NA,Twitter for Android,elamirdra,1670,TRUE,FALSE,NA,NA
6371,"Full list of 231 neo-communist thugs arrested on #Inauguration riots in DC.

.
#AltRight #AntiFa
https://t.co/VfRzRmfHQW",FALSE,18,NA,2017-02-05 01:42:37,FALSE,NA,828056199215976000,NA,Twitter Web Client,FashNova,11,FALSE,FALSE,NA,NA
6372,RT @donaldbroom: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC - GotNews - https://t.co/nCV9ul…,FALSE,0,NA,2017-02-05 01:42:28,FALSE,NA,828056164646605000,NA,Twitter Web Client,Freedom1776__,57,TRUE,FALSE,NA,NA
6373,BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/tJTeXtNfbI,FALSE,0,NA,2017-02-05 01:41:51,FALSE,NA,828056006001324000,NA,Twitter for iPhone,truro_girl,0,FALSE,FALSE,NA,NA
6374,"RT @countrycottage2: I heard my country cry, I heard her pray the day our freedom died.  
#Inauguration #TrumpInaugural  #NotMyPresident  #…",FALSE,0,NA,2017-02-05 01:41:50,FALSE,NA,828056004709450000,NA,Twitter for iPhone,janeeucraft,52,TRUE,FALSE,NA,NA
6375,RT @pnehlen: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/6YLE7zM5b8,FALSE,0,NA,2017-02-05 01:41:45,FALSE,NA,828055983649849000,NA,Twitter for iPhone,BlitzMalley,938,TRUE,FALSE,NA,NA
6376,"RT @FunnyVines: The 45th President of The United States of America #Inauguration
https://t.co/D1EXTMoSL5",FALSE,0,NA,2017-02-05 01:41:43,FALSE,NA,828055974950949000,NA,Twitter for Android,lizaguilarm08,7132,TRUE,FALSE,NA,NA
6377,RT @donaldbroom: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC - GotNews - https://t.co/nCV9ul…,FALSE,0,NA,2017-02-05 01:41:42,FALSE,NA,828055968843964000,NA,Twitter for Android,PattiBerry31666,57,TRUE,FALSE,NA,NA
6378,RT @pnehlen: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/6YLE7zM5b8,FALSE,0,NA,2017-02-05 01:41:30,FALSE,NA,828055918633968000,NA,Twitter for iPhone,1wh1tet1ger2,938,TRUE,FALSE,NA,NA
6379,RT @pnehlen: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/6YLE7zM5b8,FALSE,0,NA,2017-02-05 01:40:51,FALSE,NA,828055758415733000,NA,Twitter for iPhone,PatOtto8,938,TRUE,FALSE,NA,NA
6380,BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/0x3FMHm56C,FALSE,0,NA,2017-02-05 01:40:42,FALSE,NA,828055718091698000,NA,Put your button on any page! ,gossamer71,0,FALSE,FALSE,NA,NA
6381,#Inauguration day! Things are happening. Tomorrow @ladygaga will be trying to #followup @Beyonce 's panther show.… https://t.co/m5snofGN5t,FALSE,2,NA,2017-02-05 01:40:34,TRUE,NA,828055686147895000,NA,Twitter for iPhone,ButchStratford,0,FALSE,FALSE,NA,NA
6382,BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/yvQIjuY4zO,FALSE,2,NA,2017-02-05 01:40:24,FALSE,NA,828055643110117000,NA,Twitter Web Client,synthronon,1,FALSE,FALSE,NA,NA
6383,@realDonaldTrump Did you know Indiana Jones was at your inauguration?  Here's video. #inauguration https://t.co/tr4Rb9Bx5z,FALSE,0,realDonaldTrump,2017-02-05 01:40:17,FALSE,NA,828055614995702000,25073877,TweetCaster for Android,mikedalaserbeam,0,FALSE,FALSE,NA,NA
6384,RT @3lectric5heep: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/qDU1oBXMOj,FALSE,0,NA,2017-02-05 01:40:08,FALSE,NA,828055577326674000,NA,Twitter for Android,KABough,405,TRUE,FALSE,NA,NA
6385,RT @pnehlen: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/6YLE7zM5b8,FALSE,0,NA,2017-02-05 01:39:50,FALSE,NA,828055499023200000,NA,Twitter Web Client,synthronon,938,TRUE,FALSE,NA,NA
6386,"RT @countrycottage2: I heard my country cry, I heard her pray the day our freedom died.  
#Inauguration #TrumpInaugural  #NotMyPresident  #…",FALSE,0,NA,2017-02-05 01:39:23,FALSE,NA,828055385454080000,NA,Twitter for Android,randy_dahl,52,TRUE,FALSE,NA,NA
6387,RT @3lectric5heep: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/qDU1oBXMOj,FALSE,0,NA,2017-02-05 01:39:20,FALSE,NA,828055376335602000,NA,Twitter for iPad,KarenBe08049323,405,TRUE,FALSE,NA,NA
6388,RT @FlashgitzAnims: Gaze upon his glory! Our new Tweeter-in-Chief #TrumpInauguration #Inauguration #InaugurationDay https://t.co/ZqyUzyXcL1,FALSE,0,NA,2017-02-05 01:39:20,FALSE,NA,828055375698153000,NA,Twitter Web Client,EiGiBeast,50,TRUE,FALSE,NA,NA
6389,RT @3lectric5heep: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/qDU1oBXMOj,FALSE,0,NA,2017-02-05 01:39:11,FALSE,NA,828055335252480000,NA,Twitter for iPad,diamondpoopsie7,405,TRUE,FALSE,NA,NA
6390,"RT @uniwave: I feel you, Michelle. #inauguration https://t.co/jHxsdIl1y1",FALSE,0,NA,2017-02-05 01:39:10,FALSE,NA,828055333662765000,NA,Twitter for iPhone,zulekhapirzada,59070,TRUE,FALSE,NA,NA
6391,RT @3lectric5heep: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/qDU1oBXMOj,FALSE,0,NA,2017-02-05 01:39:03,FALSE,NA,828055305422590000,NA,Twitter for iPhone,Barb138,405,TRUE,FALSE,NA,NA
6392,RT @pnehlen: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/6YLE7zM5b8,FALSE,0,NA,2017-02-05 01:39:02,FALSE,NA,828055298883592000,NA,Twitter for iPhone,smithalamd,938,TRUE,FALSE,NA,NA
6393,"RT @PoliticalHedge: WOW PROOF! Job Ads in 24 newspapers offer protesters $2,500 to agitate #inauguration https://t.co/IfIUAbak7L",FALSE,0,NA,2017-02-05 01:38:56,FALSE,NA,828055275382907000,NA,Twitter for iPhone,JolietBeagle,67,TRUE,FALSE,NA,NA
6394,RT @pnehlen: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/6YLE7zM5b8,FALSE,0,NA,2017-02-05 01:38:37,FALSE,NA,828055194957136000,NA,Twitter for iPhone,Trish061616,938,TRUE,FALSE,NA,NA
6395,"RT @PoliticalHedge: WOW PROOF! Job Ads in 24 newspapers offer protesters $2,500 to agitate #inauguration https://t.co/IfIUAbak7L",FALSE,0,NA,2017-02-05 01:38:27,FALSE,NA,828055150640120000,NA,Twitter for iPhone,GuyChicago5151,67,TRUE,FALSE,NA,NA
6396,"RT @countrycottage2: I heard my country cry, I heard her pray the day our freedom died.  
#Inauguration #TrumpInaugural  #NotMyPresident  #…",FALSE,0,NA,2017-02-05 01:38:25,FALSE,NA,828055144944120000,NA,Twitter for iPad,SonjaDStank,52,TRUE,FALSE,NA,NA
6397,RT @ChapSandrine: @olivierbianchi1 #Inauguration #electricpalace#@festivalcourt metrages https://t.co/C7c9mqknj6,FALSE,0,NA,2017-02-05 01:37:58,FALSE,NA,828055029806404000,NA,Twitter for iPhone,Fantomas63000,5,TRUE,FALSE,NA,NA
6398,"RT @GeraldoRivera: #Berkeley rioters not students, same pro thugs who disrupted #Inauguration. New Rule: If you wear mask at demo you get a…",FALSE,0,NA,2017-02-05 01:37:50,FALSE,NA,828054997472575000,NA,Twitter for Android,VernBoone,118,TRUE,FALSE,NA,NA
6399,"RT @HenryMakow: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC - 
https://t.co/Sx4mAdxHQY",FALSE,0,NA,2017-02-05 01:37:29,FALSE,NA,828054910570598000,NA,Twitter for Android,carnthacats,16,TRUE,FALSE,NA,NA
6400,RT @donaldbroom: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC - GotNews - https://t.co/nCV9ul…,FALSE,0,NA,2017-02-05 01:37:29,FALSE,NA,828054907882263000,NA,Twitter for iPhone,ArtmanJanet,57,TRUE,FALSE,NA,NA
6401,RT @3lectric5heep: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/qDU1oBXMOj,FALSE,0,NA,2017-02-05 01:37:16,FALSE,NA,828054855189135000,NA,Twitter for iPhone,vickiglynn12,405,TRUE,FALSE,NA,NA
6402,"RT @countrycottage2: I heard my country cry, I heard her pray the day our freedom died.  
#Inauguration #TrumpInaugural  #NotMyPresident  #…",FALSE,0,NA,2017-02-05 01:37:16,FALSE,NA,828054853268148000,NA,Twitter for iPad,tucsonrosie2001,52,TRUE,FALSE,NA,NA
6403,"RT @HenryMakow: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC - 
https://t.co/Sx4mAdxHQY",FALSE,0,NA,2017-02-05 01:37:03,FALSE,NA,828054802114417000,NA,Twitter for iPhone,NtrepidArts,16,TRUE,FALSE,NA,NA
